RFID,SERIAL,SIZE,CartType,BORN_DATE
130214180604000213841387,0213841387,96,Recycle,2/14/2013 18:06
130214180419000213841386,0213841386,96,Recycle,2/14/2013 18:05
130214180250000213841385,0213841385,96,Recycle,2/14/2013 18:03
130214180102000213841384,0213841384,96,Recycle,2/14/2013 18:01
130214175918000213841383,0213841383,96,Recycle,2/14/2013 18:00
130214175712000213841382,0213841382,96,Recycle,2/14/2013 17:57
130214175556000213841381,0213841381,96,Recycle,2/14/2013 17:56
130214175340000213841380,0213841380,96,Recycle,2/14/2013 17:54
130214175245000213841379,0213841379,96,Recycle,2/14/2013 17:53
130214175009000213841378,0213841378,96,Recycle,2/14/2013 17:50
130214174824000213841377,0213841377,96,Recycle,2/14/2013 17:49
130214174703000213841376,0213841376,96,Recycle,2/14/2013 17:47
130214174448000213841375,0213841375,96,Recycle,2/14/2013 17:45
130214174317000213841374,0213841374,96,Recycle,2/14/2013 17:43
130214174131000213841373,0213841373,96,Recycle,2/14/2013 17:42
130214173929000213841372,0213841372,96,Recycle,2/14/2013 17:40
130214173745000213841371,0213841371,96,Recycle,2/14/2013 17:38
130214173637000213841370,0213841370,96,Recycle,2/14/2013 17:37
130214173425000213841369,0213841369,96,Recycle,2/14/2013 17:34
130214173237000213841368,0213841368,96,Recycle,2/14/2013 17:33
130214173150000213639102,0213639102,96,Recycle,2/14/2013 17:32
130214173109000213841367,0213841367,96,Recycle,2/14/2013 17:31
130214173023000213841366,0213841366,96,Recycle,2/14/2013 17:30
130214173002000213639101,0213639101,96,Recycle,2/14/2013 17:30
130214172934000213841365,0213841365,96,Recycle,2/14/2013 17:30
130214172833000213639100,0213639100,96,Recycle,2/14/2013 17:29
130214172705000213639099,0213639099,96,Recycle,2/14/2013 17:27
130214172613000213639098,0213639098,96,Recycle,2/14/2013 17:26
130214172518000213841364,0213841364,96,Recycle,2/14/2013 17:26
130214172456000213639097,0213639097,96,Recycle,2/14/2013 17:25
130214172350000213841363,0213841363,96,Recycle,2/14/2013 17:24
130214172339000213639096,0213639096,96,Recycle,2/14/2013 17:24
130214172310000213639095,0213639095,96,Recycle,2/14/2013 17:23
130214172240000213639094,0213639094,96,Recycle,2/14/2013 17:23
130214172155000213841362,0213841362,96,Recycle,2/14/2013 17:22
130214172128000213639093,0213639093,96,Recycle,2/14/2013 17:21
130214172102000213841361,0213841361,96,Recycle,2/14/2013 17:21
130214172050000213639092,0213639092,96,Recycle,2/14/2013 17:21
130214172012000213639091,0213639091,96,Recycle,2/14/2013 17:20
130214171940000213639090,0213639090,96,Recycle,2/14/2013 17:20
130214171900000213639089,0213639089,96,Recycle,2/14/2013 17:19
130214171820000213639088,0213639088,96,Recycle,2/14/2013 17:18
130214171832000213841360,0213841360,96,Recycle,2/14/2013 17:18
130214171712000213639087,0213639087,96,Recycle,2/14/2013 17:18
130214171652000213841359,0213841359,96,Recycle,2/14/2013 17:17
130214171635000213639086,0213639086,96,Recycle,2/14/2013 17:17
130214171609000213639085,0213639085,96,Recycle,2/14/2013 17:16
130214171404000213841358,0213841358,96,Recycle,2/14/2013 17:14
130214171221000213841357,0213841357,96,Recycle,2/14/2013 17:13
130214171107000213841356,0213841356,96,Recycle,2/14/2013 17:11
130214170814000213841355,0213841355,96,Recycle,2/14/2013 17:09
130214170816000213215974,0213215974,96,Recycle,2/14/2013 17:08
130214170650000213841354,0213841354,96,Recycle,2/14/2013 17:08
130214170737000213639084,0213639084,96,Recycle,2/14/2013 17:08
130214170656000213639083,0213639083,96,Recycle,2/14/2013 17:07
130214170552000213639082,0213639082,96,Recycle,2/14/2013 17:06
130214170538000213841352,0213841352,96,Recycle,2/14/2013 17:06
130214170519000213639081,0213639081,96,Recycle,2/14/2013 17:05
130214170456000213841353,0213841353,96,Recycle,2/14/2013 17:05
130214170442000213639080,0213639080,96,Recycle,2/14/2013 17:05
130214170344000213639079,0213639079,96,Recycle,2/14/2013 17:04
130214170254000213841351,0213841351,96,Recycle,2/14/2013 17:03
130214170230000213639077,0213639077,96,Recycle,2/14/2013 17:03
130214170057000213841346,0213841346,96,Recycle,2/14/2013 17:02
130214170158000213639076,0213639076,96,Recycle,2/14/2013 17:02
130214170022000213639075,0213639075,96,Recycle,2/14/2013 17:01
130214170024000213841350,0213841350,96,Recycle,2/14/2013 17:00
130214165941000213841349,0213841349,96,Recycle,2/14/2013 17:00
130214165847000213841347,0213841347,96,Recycle,2/14/2013 16:59
130214165758000213841348,0213841348,96,Recycle,2/14/2013 16:58
130214165311000213215717,0213215717,96,Recycle,2/14/2013 16:53
130214165210000213638723,0213638723,96,Recycle,2/14/2013 16:52
130214165132000213639074,0213639074,96,Recycle,2/14/2013 16:52
130214165107000213841345,0213841345,96,Recycle,2/14/2013 16:51
130214165047000213639073,0213639073,96,Recycle,2/14/2013 16:51
130214164947000213639072,0213639072,96,Recycle,2/14/2013 16:50
130214164911000213639071,0213639071,96,Recycle,2/14/2013 16:49
130214164839000213639070,0213639070,96,Recycle,2/14/2013 16:49
130214164825000213841344,0213841344,96,Recycle,2/14/2013 16:49
130214164746000213639069,0213639069,96,Recycle,2/14/2013 16:48
130214164710000213639068,0213639068,96,Recycle,2/14/2013 16:47
130214164642000213841343,0213841343,96,Recycle,2/14/2013 16:47
130214164646000213639067,0213639067,96,Recycle,2/14/2013 16:47
130214164510000213841342,0213841342,96,Recycle,2/14/2013 16:45
130214164324000213841341,0213841341,96,Recycle,2/14/2013 16:43
130214164122000213841340,0213841340,96,Recycle,2/14/2013 16:42
130214163937000213841339,0213841339,96,Recycle,2/14/2013 16:40
130214163750000213841338,0213841338,96,Recycle,2/14/2013 16:38
130214163630000213639066,0213639066,96,Recycle,2/14/2013 16:37
130214163625000213841337,0213841337,96,Recycle,2/14/2013 16:36
130214163550000213639065,0213639065,96,Recycle,2/14/2013 16:36
130214163517000213639064,0213639064,96,Recycle,2/14/2013 16:35
130214163503000213841336,0213841336,96,Recycle,2/14/2013 16:35
130214163406000213639063,0213639063,96,Recycle,2/14/2013 16:34
130214163326000213639062,0213639062,96,Recycle,2/14/2013 16:33
130214163228000213841335,0213841335,96,Recycle,2/14/2013 16:33
130214163119000213639061,0213639061,96,Recycle,2/14/2013 16:31
130214163114000213841334,0213841334,96,Recycle,2/14/2013 16:31
130214162907000213639060,0213639060,96,Recycle,2/14/2013 16:30
130214162919000213841333,0213841333,96,Recycle,2/14/2013 16:29
130214162824000213639059,0213639059,96,Recycle,2/14/2013 16:29
130214162804000213639058,0213639058,96,Recycle,2/14/2013 16:28
130214162736000213841332,0213841332,96,Recycle,2/14/2013 16:28
130214162557000213841331,0213841331,96,Recycle,2/14/2013 16:26
130214162419000213841330,0213841330,96,Recycle,2/14/2013 16:24
130214162227000213841329,0213841329,96,Recycle,2/14/2013 16:23
130214162024000213841328,0213841328,96,Recycle,2/14/2013 16:20
130214161935000213639057,0213639057,96,Recycle,2/14/2013 16:20
130214161907000213841327,0213841327,96,Recycle,2/14/2013 16:19
130214161903000213639056,0213639056,96,Recycle,2/14/2013 16:19
130214161832000213639055,0213639055,96,Recycle,2/14/2013 16:19
130214161748000213639054,0213639054,96,Recycle,2/14/2013 16:18
130214161716000213639053,0213639053,96,Recycle,2/14/2013 16:17
130214161634000213841326,0213841326,96,Recycle,2/14/2013 16:17
130214161640000213639052,0213639052,96,Recycle,2/14/2013 16:17
130214161516000213639051,0213639051,96,Recycle,2/14/2013 16:16
130214161446000213841325,0213841325,96,Recycle,2/14/2013 16:15
130214161435000213639050,0213639050,96,Recycle,2/14/2013 16:15
130214161415000213639049,0213639049,96,Recycle,2/14/2013 16:14
130214161259000213841324,0213841324,96,Recycle,2/14/2013 16:13
130214161149000213841323,0213841323,96,Recycle,2/14/2013 16:12
130214160928000213841322,0213841322,96,Recycle,2/14/2013 16:10
130214160811000213841321,0213841321,96,Recycle,2/14/2013 16:08
130214160556000213841320,0213841320,96,Recycle,2/14/2013 16:07
130214160446000213639048,0213639048,96,Recycle,2/14/2013 16:05
130214160424000213841319,0213841319,96,Recycle,2/14/2013 16:05
130214160408000213639046,0213639046,96,Recycle,2/14/2013 16:04
130214160334000213639047,0213639047,96,Recycle,2/14/2013 16:04
130214160336000213841318,0213841318,96,Recycle,2/14/2013 16:03
130214160249000213639045,0213639045,96,Recycle,2/14/2013 16:03
130214160209000213639044,0213639044,96,Recycle,2/14/2013 16:02
130214160128000213639043,0213639043,96,Recycle,2/14/2013 16:02
130214160006000213639042,0213639042,96,Recycle,2/14/2013 16:01
130214160035000213841317,0213841317,96,Recycle,2/14/2013 16:01
130214155930000213639041,0213639041,96,Recycle,2/14/2013 16:00
130214155925000213841316,0213841316,96,Recycle,2/14/2013 15:59
130214155853000213639040,0213639040,96,Recycle,2/14/2013 15:59
130214155710000213841315,0213841315,96,Recycle,2/14/2013 15:57
130214155612000213841314,0213841314,96,Recycle,2/14/2013 15:56
130214155503000213841313,0213841313,96,Recycle,2/14/2013 15:55
130214155205000213841312,0213841312,96,Recycle,2/14/2013 15:52
130214155015000213841311,0213841311,96,Recycle,2/14/2013 15:51
130214154840000213841310,0213841310,96,Recycle,2/14/2013 15:49
130214154842000213639039,0213639039,96,Recycle,2/14/2013 15:49
130214154745000213639038,0213639038,96,Recycle,2/14/2013 15:48
130214154740000213841309,0213841309,96,Recycle,2/14/2013 15:48
130214154709000213639037,0213639037,96,Recycle,2/14/2013 15:47
130214154627000213639036,0213639036,96,Recycle,2/14/2013 15:47
130214154540000213639035,0213639035,96,Recycle,2/14/2013 15:46
130214154458000213639034,0213639034,96,Recycle,2/14/2013 15:45
130214154439000213841308,0213841308,96,Recycle,2/14/2013 15:45
130214154350000213639033,0213639033,96,Recycle,2/14/2013 15:44
130214154317000213639032,0213639032,96,Recycle,2/14/2013 15:43
130214154253000213841307,0213841307,96,Recycle,2/14/2013 15:43
130214154244000213639031,0213639031,96,Recycle,2/14/2013 15:43
130214154111000213841306,0213841306,96,Recycle,2/14/2013 15:42
130214153928000213841305,0213841305,96,Recycle,2/14/2013 15:40
130214153753000213841304,0213841304,96,Recycle,2/14/2013 15:38
130214153547000213841303,0213841303,96,Recycle,2/14/2013 15:36
130214153405000213841302,0213841302,96,Recycle,2/14/2013 15:35
130214153251000213841301,0213841301,96,Recycle,2/14/2013 15:33
130214153244000213639030,0213639030,96,Recycle,2/14/2013 15:33
130214153213000213639029,0213639029,96,Recycle,2/14/2013 15:32
130214153135000213639028,0213639028,96,Recycle,2/14/2013 15:32
130214153128000213841300,0213841300,96,Recycle,2/14/2013 15:32
130214153057000213639027,0213639027,96,Recycle,2/14/2013 15:31
130214153009000213639026,0213639026,96,Recycle,2/14/2013 15:30
130214152924000213639025,0213639025,96,Recycle,2/14/2013 15:30
130214152835000213639024,0213639024,96,Recycle,2/14/2013 15:29
130214152840000213841299,0213841299,96,Recycle,2/14/2013 15:29
130214152758000213639023,0213639023,96,Recycle,2/14/2013 15:28
130214152736000213639022,0213639022,96,Recycle,2/14/2013 15:27
130214152713000213841298,0213841298,96,Recycle,2/14/2013 15:27
130214152505000213841297,0213841297,96,Recycle,2/14/2013 15:25
130214152328000213841296,0213841296,96,Recycle,2/14/2013 15:24
130214152145000213841295,0213841295,96,Recycle,2/14/2013 15:22
130214151944000213841294,0213841294,96,Recycle,2/14/2013 15:20
130214151758000213841293,0213841293,96,Recycle,2/14/2013 15:19
130214151647000213841292,0213841292,96,Recycle,2/14/2013 15:17
130214151608000213841291,0213841291,96,Recycle,2/14/2013 15:16
130214151333000213841290,0213841290,96,Recycle,2/14/2013 15:13
130214151256000213639021,0213639021,96,Recycle,2/14/2013 15:13
130214151223000213639020,0213639020,96,Recycle,2/14/2013 15:12
130214151138000213639019,0213639019,96,Recycle,2/14/2013 15:12
130214151048000213639018,0213639018,96,Recycle,2/14/2013 15:11
130214151104000213841289,0213841289,96,Recycle,2/14/2013 15:11
130214151005000213639017,0213639017,96,Recycle,2/14/2013 15:10
130214150928000213639016,0213639016,96,Recycle,2/14/2013 15:10
130214150914000213841288,0213841288,96,Recycle,2/14/2013 15:09
130214150823000213639015,0213639015,96,Recycle,2/14/2013 15:09
130214150805000213841287,0213841287,96,Recycle,2/14/2013 15:08
130214150748000213639014,0213639014,96,Recycle,2/14/2013 15:08
130214150726000213639013,0213639013,96,Recycle,2/14/2013 15:07
130214150535000213841286,0213841286,96,Recycle,2/14/2013 15:06
130214150351000213841285,0213841285,96,Recycle,2/14/2013 15:04
130214150210000213841284,0213841284,96,Recycle,2/14/2013 15:03
130214150019000213841283,0213841283,96,Recycle,2/14/2013 15:01
130214145932000213841282,0213841282,96,Recycle,2/14/2013 14:59
130214145651000213841281,0213841281,96,Recycle,2/14/2013 14:57
130214145534000213841280,0213841280,96,Recycle,2/14/2013 14:56
130214145533000213639012,0213639012,96,Recycle,2/14/2013 14:55
130214145442000213639011,0213639011,96,Recycle,2/14/2013 14:55
130214145411000213639010,0213639010,96,Recycle,2/14/2013 14:54
130214145341000213639009,0213639009,96,Recycle,2/14/2013 14:54
130214145316000213841279,0213841279,96,Recycle,2/14/2013 14:54
130214145259000213639008,0213639008,96,Recycle,2/14/2013 14:53
130214145228000213639007,0213639007,96,Recycle,2/14/2013 14:52
130214145144000213841278,0213841278,96,Recycle,2/14/2013 14:52
130214145124000213639006,0213639006,96,Recycle,2/14/2013 14:52
130214145043000213639005,0213639005,96,Recycle,2/14/2013 14:51
130214145020000213639004,0213639004,96,Recycle,2/14/2013 14:50
130214145000000213841277,0213841277,96,Recycle,2/14/2013 14:50
130214144826000213841276,0213841276,96,Recycle,2/14/2013 14:49
130214144650000213841275,0213841275,96,Recycle,2/14/2013 14:48
130214144440000213841274,0213841274,96,Recycle,2/14/2013 14:45
130214144335000213841273,0213841273,96,Recycle,2/14/2013 14:43
130214144048000213841272,0213841272,96,Recycle,2/14/2013 14:41
130214143903000213841271,0213841271,96,Recycle,2/14/2013 14:39
130214143917000213639003,0213639003,96,Recycle,2/14/2013 14:39
130214143828000213639002,0213639002,96,Recycle,2/14/2013 14:38
130214143757000213639001,0213639001,96,Recycle,2/14/2013 14:38
130214143753000213841270,0213841270,96,Recycle,2/14/2013 14:38
130214143724000213639000,0213639000,96,Recycle,2/14/2013 14:37
130214143642000213638999,0213638999,96,Recycle,2/14/2013 14:37
130214143609000213638998,0213638998,96,Recycle,2/14/2013 14:36
130214143537000213841269,0213841269,96,Recycle,2/14/2013 14:36
130214143522000213638997,0213638997,96,Recycle,2/14/2013 14:36
130214143450000213638996,0213638996,96,Recycle,2/14/2013 14:35
130214143415000213841268,0213841268,96,Recycle,2/14/2013 14:35
130214143415000213638995,0213638995,96,Recycle,2/14/2013 14:34
130214143315000213841267,0213841267,96,Recycle,2/14/2013 14:33
130214143049000213841266,0213841266,96,Recycle,2/14/2013 14:31
130214142849000213841265,0213841265,96,Recycle,2/14/2013 14:29
130214142804000213841264,0213841264,96,Recycle,2/14/2013 14:28
130214142451000213841263,0213841263,96,Recycle,2/14/2013 14:25
130214142346000213638994,0213638994,96,Recycle,2/14/2013 14:24
130214142309000213841262,0213841262,96,Recycle,2/14/2013 14:23
130214142304000213638993,0213638993,96,Recycle,2/14/2013 14:23
130214142232000213638992,0213638992,96,Recycle,2/14/2013 14:23
130214142205000213841261,0213841261,96,Recycle,2/14/2013 14:22
130214142156000213638991,0213638991,96,Recycle,2/14/2013 14:22
130214142123000213638990,0213638990,96,Recycle,2/14/2013 14:21
130214142053000213638989,0213638989,96,Recycle,2/14/2013 14:21
130214141946000213638988,0213638988,96,Recycle,2/14/2013 14:20
130214141951000213841260,0213841260,96,Recycle,2/14/2013 14:20
130214141905000213638987,0213638987,96,Recycle,2/14/2013 14:19
130214141825000213638986,0213638986,96,Recycle,2/14/2013 14:18
130214141806000213841259,0213841259,96,Recycle,2/14/2013 14:18
130214141617000213841258,0213841258,96,Recycle,2/14/2013 14:16
130214141416000213841257,0213841257,96,Recycle,2/14/2013 14:15
130214141256000213841256,0213841256,96,Recycle,2/14/2013 14:13
130214141154000213841255,0213841255,96,Recycle,2/14/2013 14:12
130214140919000213841254,0213841254,96,Recycle,2/14/2013 14:10
130214140755000213638985,0213638985,96,Recycle,2/14/2013 14:08
130214140709000213841253,0213841253,96,Recycle,2/14/2013 14:07
130214140722000213638984,0213638984,96,Recycle,2/14/2013 14:07
130214140639000213638983,0213638983,96,Recycle,2/14/2013 14:07
130214140609000213638982,0213638982,96,Recycle,2/14/2013 14:06
130214140541000213841252,0213841252,96,Recycle,2/14/2013 14:06
130214140537000213638981,0213638981,96,Recycle,2/14/2013 14:06
130214140501000213638980,0213638980,96,Recycle,2/14/2013 14:05
130214140416000213638979,0213638979,96,Recycle,2/14/2013 14:05
130214140338000213841251,0213841251,96,Recycle,2/14/2013 14:04
130214140324000213638978,0213638978,96,Recycle,2/14/2013 14:04
130214140307000213638977,0213638977,96,Recycle,2/14/2013 14:03
130214140207000213841250,0213841250,96,Recycle,2/14/2013 14:02
130214140013000213841249,0213841249,96,Recycle,2/14/2013 14:01
130214135821000213841248,0213841248,96,Recycle,2/14/2013 13:59
130214135645000213841247,0213841247,96,Recycle,2/14/2013 13:57
130214135543000213841246,0213841246,96,Recycle,2/14/2013 13:56
130214135259000213841245,0213841245,96,Recycle,2/14/2013 13:53
130214135132000213841244,0213841244,96,Recycle,2/14/2013 13:52
130214134946000213841243,0213841243,96,Recycle,2/14/2013 13:50
130214134830000213841242,0213841242,96,Recycle,2/14/2013 13:49
130214134741000213638976,0213638976,96,Recycle,2/14/2013 13:48
130214134657000213638975,0213638975,96,Recycle,2/14/2013 13:47
130214134551000213841241,0213841241,96,Recycle,2/14/2013 13:46
130214134525000213638974,0213638974,96,Recycle,2/14/2013 13:46
130214134452000213638973,0213638973,96,Recycle,2/14/2013 13:45
130214134420000213841240,0213841240,96,Recycle,2/14/2013 13:44
130214134419000213638972,0213638972,96,Recycle,2/14/2013 13:44
130214134246000213841239,0213841239,96,Recycle,2/14/2013 13:43
130214134227000213638971,0213638971,96,Recycle,2/14/2013 13:42
130214134049000213841238,0213841238,96,Recycle,2/14/2013 13:41
130214133950000213638970,0213638970,96,Recycle,2/14/2013 13:40
130214133948000213841237,0213841237,96,Recycle,2/14/2013 13:40
130214133902000213638969,0213638969,96,Recycle,2/14/2013 13:39
130214133832000213638968,0213638968,96,Recycle,2/14/2013 13:38
130214133700000213841236,0213841236,96,Recycle,2/14/2013 13:37
130214133513000213841235,0213841235,96,Recycle,2/14/2013 13:36
130214133328000213841234,0213841234,96,Recycle,2/14/2013 13:34
130214133155000213841233,0213841233,96,Recycle,2/14/2013 13:32
130214133007000213638967,0213638967,96,Recycle,2/14/2013 13:30
130214133001000213841232,0213841232,96,Recycle,2/14/2013 13:30
130214132858000213638966,0213638966,96,Recycle,2/14/2013 13:29
130214132807000213841231,0213841231,96,Recycle,2/14/2013 13:28
130214132814000213638965,0213638965,96,Recycle,2/14/2013 13:28
130214132718000213638964,0213638964,96,Recycle,2/14/2013 13:27
130214132635000213841230,0213841230,96,Recycle,2/14/2013 13:27
130214132636000213638963,0213638963,96,Recycle,2/14/2013 13:27
130214132534000213638962,0213638962,96,Recycle,2/14/2013 13:26
130214132438000213841229,0213841229,96,Recycle,2/14/2013 13:25
130214132418000213638961,0213638961,96,Recycle,2/14/2013 13:25
130214132338000213841228,0213841228,96,Recycle,2/14/2013 13:24
130214132332000213638960,0213638960,96,Recycle,2/14/2013 13:24
130214132235000213215922,0213215922,96,Recycle,2/14/2013 13:22
130214132211000213638959,0213638959,96,Recycle,2/14/2013 13:22
130214132134000213215975,0213215975,96,Recycle,2/14/2013 13:22
130214132120000213841227,0213841227,96,Recycle,2/14/2013 13:21
130214132102000213215981,0213215981,96,Recycle,2/14/2013 13:21
130214132030000213215976,0213215976,96,Recycle,2/14/2013 13:21
130214131954000213215977,0213215977,96,Recycle,2/14/2013 13:20
130214131916000213841226,0213841226,96,Recycle,2/14/2013 13:20
130214131903000213215980,0213215980,96,Recycle,2/14/2013 13:19
130214131813000213215978,0213215978,96,Recycle,2/14/2013 13:18
130214131728000213841225,0213841225,96,Recycle,2/14/2013 13:18
130214131741000213215979,0213215979,96,Recycle,2/14/2013 13:18
130214131623000213841224,0213841224,96,Recycle,2/14/2013 13:17
130214131355000213841223,0213841223,96,Recycle,2/14/2013 13:14
130214131341000213638958,0213638958,96,Recycle,2/14/2013 13:14
130214131229000213841222,0213841222,96,Recycle,2/14/2013 13:13
130214131141000213638957,0213638957,96,Recycle,2/14/2013 13:12
130214131134000213215973,0213215973,96,Recycle,2/14/2013 13:11
130214131026000213841221,0213841221,96,Recycle,2/14/2013 13:11
130214131008000213638956,0213638956,96,Recycle,2/14/2013 13:10
130214130912000213638955,0213638955,96,Recycle,2/14/2013 13:09
130214130841000213841220,0213841220,96,Recycle,2/14/2013 13:09
130214130812000213638954,0213638954,96,Recycle,2/14/2013 13:08
130214130756000213841219,0213841219,96,Recycle,2/14/2013 13:08
130214130725000213638953,0213638953,96,Recycle,2/14/2013 13:07
130214130614000213638952,0213638952,96,Recycle,2/14/2013 13:07
130214130610000213215972,0213215972,96,Recycle,2/14/2013 13:06
130214130515000213215971,0213215971,96,Recycle,2/14/2013 13:06
130214130510000213638951,0213638951,96,Recycle,2/14/2013 13:05
130214130525000213841218,0213841218,96,Recycle,2/14/2013 13:05
130214130427000213638950,0213638950,96,Recycle,2/14/2013 13:04
130214130317000213841217,0213841217,96,Recycle,2/14/2013 13:04
130214130253000213215970,0213215970,96,Recycle,2/14/2013 13:03
130214130212000213215969,0213215969,96,Recycle,2/14/2013 13:02
130214130211000213841216,0213841216,96,Recycle,2/14/2013 13:02
130214130125000213215968,0213215968,96,Recycle,2/14/2013 13:02
130214130029000213215967,0213215967,96,Recycle,2/14/2013 13:01
130214130005000213841215,0213841215,96,Recycle,2/14/2013 13:00
130214125843000213215966,0213215966,96,Recycle,2/14/2013 13:00
130214125806000213215965,0213215965,96,Recycle,2/14/2013 12:58
130214125757000213841214,0213841214,96,Recycle,2/14/2013 12:58
130214125734000213215964,0213215964,96,Recycle,2/14/2013 12:57
130214125647000213841213,0213841213,96,Recycle,2/14/2013 12:57
130214125655000213638949,0213638949,96,Recycle,2/14/2013 12:57
130214125507000213841212,0213841212,96,Recycle,2/14/2013 12:56
130214125528000213638948,0213638948,96,Recycle,2/14/2013 12:55
130214125402000213638947,0213638947,96,Recycle,2/14/2013 12:54
130214125254000213841211,0213841211,96,Recycle,2/14/2013 12:53
130214125236000213638946,0213638946,96,Recycle,2/14/2013 12:53
130214125205000213215963,0213215963,96,Recycle,2/14/2013 12:52
130214125159000213638945,0213638945,96,Recycle,2/14/2013 12:52
130214125132000213841210,0213841210,96,Recycle,2/14/2013 12:52
130214125127000213638944,0213638944,96,Recycle,2/14/2013 12:51
130214125106000213215962,0213215962,96,Recycle,2/14/2013 12:51
130214125024000213638943,0213638943,96,Recycle,2/14/2013 12:51
130214124938000213638942,0213638942,96,Recycle,2/14/2013 12:50
130214124911000213215961,0213215961,96,Recycle,2/14/2013 12:49
130214124906000213841209,0213841209,96,Recycle,2/14/2013 12:49
130214124917000213638941,0213638941,96,Recycle,2/14/2013 12:49
130214124805000213215960,0213215960,96,Recycle,2/14/2013 12:48
130214124722000213841208,0213841208,96,Recycle,2/14/2013 12:48
130214124701000213215959,0213215959,96,Recycle,2/14/2013 12:48
130214124559000213215958,0213215958,96,Recycle,2/14/2013 12:46
130214124550000213841207,0213841207,96,Recycle,2/14/2013 12:46
130214124359000213215957,0213215957,96,Recycle,2/14/2013 12:45
130214124405000213841206,0213841206,96,Recycle,2/14/2013 12:44
130214124245000213215956,0213215956,96,Recycle,2/14/2013 12:43
130214124219000213841205,0213841205,96,Recycle,2/14/2013 12:42
130214124141000213215955,0213215955,96,Recycle,2/14/2013 12:42
130214124105000213638940,0213638940,96,Recycle,2/14/2013 12:41
130214124035000213841204,0213841204,96,Recycle,2/14/2013 12:41
130214124008000213638939,0213638939,96,Recycle,2/14/2013 12:40
130214123925000213638938,0213638938,96,Recycle,2/14/2013 12:39
130214123849000213841203,0213841203,96,Recycle,2/14/2013 12:39
130214123851000213638937,0213638937,96,Recycle,2/14/2013 12:39
130214123814000213638936,0213638936,96,Recycle,2/14/2013 12:38
130214123743000213638935,0213638935,96,Recycle,2/14/2013 12:38
130214123730000213215954,0213215954,96,Recycle,2/14/2013 12:38
130214123700000213638934,0213638934,96,Recycle,2/14/2013 12:37
130214123641000213841202,0213841202,96,Recycle,2/14/2013 12:37
130214123619000213638933,0213638933,96,Recycle,2/14/2013 12:36
130214123557000213638932,0213638932,96,Recycle,2/14/2013 12:36
130214123520000213215953,0213215953,96,Recycle,2/14/2013 12:35
130214123513000213841201,0213841201,96,Recycle,2/14/2013 12:35
130214123417000213215952,0213215952,96,Recycle,2/14/2013 12:35
130214123239000213215951,0213215951,96,Recycle,2/14/2013 12:33
130214123311000213841200,0213841200,96,Recycle,2/14/2013 12:33
130214123118000213841199,0213841199,96,Recycle,2/14/2013 12:32
130214123027000213215950,0213215950,96,Recycle,2/14/2013 12:31
130214123010000213841198,0213841198,96,Recycle,2/14/2013 12:30
130214122852000213215949,0213215949,96,Recycle,2/14/2013 12:29
130214122800000213841197,0213841197,96,Recycle,2/14/2013 12:28
130214122730000213215948,0213215948,96,Recycle,2/14/2013 12:28
130214122616000213841196,0213841196,96,Recycle,2/14/2013 12:27
130214122634000213215947,0213215947,96,Recycle,2/14/2013 12:27
130214122622000213638931,0213638931,96,Recycle,2/14/2013 12:26
130214122601000213215946,0213215946,96,Recycle,2/14/2013 12:26
130214122528000213638930,0213638930,96,Recycle,2/14/2013 12:26
130214122456000213638929,0213638929,96,Recycle,2/14/2013 12:25
130214122437000213841195,0213841195,96,Recycle,2/14/2013 12:25
130214122423000213638928,0213638928,96,Recycle,2/14/2013 12:24
130214122325000213638927,0213638927,96,Recycle,2/14/2013 12:24
130214122318000213215945,0213215945,96,Recycle,2/14/2013 12:23
130214122239000213841194,0213841194,96,Recycle,2/14/2013 12:23
130214122253000213638926,0213638926,96,Recycle,2/14/2013 12:23
130214122234000213215944,0213215944,96,Recycle,2/14/2013 12:23
130214122103000213638925,0213638925,96,Recycle,2/14/2013 12:22
130214122156000213841193,0213841193,96,Recycle,2/14/2013 12:22
130214122146000213215943,0213215943,96,Recycle,2/14/2013 12:22
130214122122000213841192,0213841192,96,Recycle,2/14/2013 12:21
130214122031000213638924,0213638924,96,Recycle,2/14/2013 12:21
130214122000000213638923,0213638923,96,Recycle,2/14/2013 12:20
130214121856000213841191,0213841191,96,Recycle,2/14/2013 12:19
130214121813000213215942,0213215942,96,Recycle,2/14/2013 12:18
130214121630000213215941,0213215941,96,Recycle,2/14/2013 12:17
130214121519000213841190,0213841190,96,Recycle,2/14/2013 12:15
130214121512000213215940,0213215940,96,Recycle,2/14/2013 12:15
130214121356000213841189,0213841189,96,Recycle,2/14/2013 12:14
130214121322000213215939,0213215939,96,Recycle,2/14/2013 12:14
130214121151000213841188,0213841188,96,Recycle,2/14/2013 12:12
130214121138000213215938,0213215938,96,Recycle,2/14/2013 12:12
130214121159000213638922,0213638922,96,Recycle,2/14/2013 12:12
130214121030000213638921,0213638921,96,Recycle,2/14/2013 12:11
130214121020000213841187,0213841187,96,Recycle,2/14/2013 12:10
130214121001000213215937,0213215937,96,Recycle,2/14/2013 12:10
130214120929000213638920,0213638920,96,Recycle,2/14/2013 12:10
130214120811000213638919,0213638919,96,Recycle,2/14/2013 12:09
130214120838000213841186,0213841186,96,Recycle,2/14/2013 12:09
130214120756000213215936,0213215936,96,Recycle,2/14/2013 12:08
130214120630000213841185,0213841185,96,Recycle,2/14/2013 12:08
130214120714000213638918,0213638918,96,Recycle,2/14/2013 12:07
